,boardgame_avgrating,boardgame_geekrating,boardgame_listprice,boardgame_voters,boardgame_year,boardgame_rank
3498,6.94,6.305,19.99,1588,2010,1299
3499,7.03,6.305,24.99,1649,2017,1300
3500,5.71,5.51,,76,1974,12901
3501,6.11,5.51,,30,1979,12902
3502,6.03,5.51,,31,2009,12903
3503,5.67,5.51,,72,1998,12904
3504,5.55,5.51,,234,2002,12905
3505,5.59,5.51,,123,2014,12906
3506,5.67,5.51,,128,2007,12907
3507,5.86,5.51,29.99,44,2011,12908
3508,5.63,5.51,,105,1988,12909
3509,5.85,5.51,,35,2013,12910
3510,5.65,5.51,,124,2016,12911
3511,5.58,5.51,,268,2005,12912
3512,5.94,5.51,,52,,12913
3513,5.88,5.51,,44,,12914
3514,5.72,5.51,,105,2000,12915
3515,7.12,5.51,,32,2018,12916
3516,5.88,5.51,,98,1996,12917
3517,6.37,5.51,,48,2016,12918
3518,5.88,5.51,,36,1996,12919
3519,5.83,5.51,,41,1988,12920
3520,5.95,5.51,,35,2016,12921
3521,5.89,5.51,,59,1982,12922
3522,5.59,5.51,19.99,158,2010,12923
3523,5.81,5.51,,39,2008,12924
3524,6.79,5.51,,31,1936,12925
3525,5.86,5.51,,80,1981,12926
3526,6.5,5.51,,30,2007,12927
3527,5.74,5.51,,54,2007,12928
3528,6.05,5.51,,43,1976,12929
3529,5.97,5.51,,30,1999,12930
3530,5.74,5.51,,31,1986,12931
3531,5.72,5.51,,68,2001,12932
3532,5.91,5.51,,33,2015,12933
3533,5.86,5.51,,35,1996,12934
3534,5.67,5.51,,115,2012,12935
3535,6.74,5.51,,33,2014,12936
3536,6.02,5.51,,42,2000,12937
3537,5.68,5.51,,69,2015,12938
3538,5.69,5.51,19.99,95,2009,12939
3539,5.97,5.51,,32,1983,12940
3540,6.04,5.51,,33,2010,12941
3541,6.4,5.51,,49,2017,12942
3542,6.3,5.51,,33,2015,12943
3543,5.91,5.51,,53,1984,12944
3544,5.64,5.51,,73,2005,12945
3545,5.72,5.51,,110,2013,12946
3546,5.63,5.51,44.99,128,2011,12947
3547,9.59,5.51,,34,2018,12948
3548,5.9,5.51,,37,2015,12949
3549,5.62,5.51,,112,2010,12950
3550,5.65,5.51,,215,1962,12951
3551,5.91,5.51,,54,2007,12952
3552,5.69,5.51,,83,1000,12953
3553,6.32,5.51,,66,2007,12954
3554,5.84,5.51,,49,2007,12955
3555,5.74,5.51,,47,2006,12956
3556,5.64,5.509,,78,2008,12957
3557,5.94,5.509,,38,2011,12958
3558,5.96,5.509,,46,2010,12959
3559,5.66,5.509,,87,1970,12960
3560,5.71,5.509,,286,2013,12961
3561,5.63,5.509,,105,1989,12962
3562,5.82,5.509,,50,2015,12963
3563,5.62,5.509,,64,2017,12964
3564,6,5.509,,35,1975,12965
3565,5.58,5.509,,254,2004,12966
3566,5.85,5.509,,34,1996,12967
3567,5.93,5.509,,37,1997,12968
3568,5.83,5.509,,35,1987,12969
3569,5.95,5.509,,39,1982,12970
3570,5.92,5.509,,38,1990,12971
3571,6.18,5.509,,45,2011,12972
3572,6.01,5.509,,35,2005,12973
3573,5.7,5.509,,59,2016,12974
3574,5.92,5.509,,47,2011,12975
3575,6.08,5.509,,35,1997,12976
3576,5.88,5.509,,31,2003,12977
3577,5.68,5.509,,111,2007,12978
3578,5.93,5.509,,32,2018,12979
3579,5.57,5.509,,63,1977,12980
3580,5.75,5.509,,93,2000,12981
3581,5.92,5.509,,37,2017,12982
3582,5.76,5.509,,72,2017,12983
3583,5.85,5.509,,87,2015,12984
3584,5.58,5.509,,149,2008,12985
3585,5.94,5.509,,46,2018,12986
3586,5.63,5.509,,118,1979,12987
3587,5.66,5.509,,75,2003,12988
3588,5.74,5.509,,54,2004,12989
3589,5.55,5.509,32.95,248,2000,12990
3590,5.76,5.509,,77,2009,12991
3591,5.73,5.509,,163,2005,12992
3592,5.96,5.509,,39,2009,12993
3593,5.65,5.509,,107,2014,12994
3594,5.85,5.509,,31,1993,12995
3595,5.66,5.509,,139,2012,12996
3596,5.94,5.509,,35,2007,12997
3597,5.89,5.509,,33,1969,12998
3598,5.8,5.509,,65,1979,12999
3599,5.84,5.509,,59,1987,13000
3600,5.82,5.509,,49,1999,13001
3601,5.83,5.509,,34,2012,13002
3602,5.85,5.509,,46,2015,13003
3603,5.77,5.509,,41,2016,13004
3604,5.74,5.509,,46,2006,13005
3605,5.64,5.509,,118,2005,13006
3606,5.87,5.509,,30,2016,13007
3607,5.53,5.509,,308,2004,13008
3608,5.71,5.509,,49,1968,13009
3609,5.65,5.509,24.95,77,2008,13010
3610,5.85,5.509,,32,1982,13011
3611,5.75,5.509,,61,2006,13012
3612,6.1,5.509,,30,2018,13013
3613,6.11,5.509,,31,2015,13014
3614,6.34,5.509,,31,2018,13015
3615,5.72,5.509,,52,2003,13016
3616,6,5.509,,32,1971,13017
3617,6,5.509,,33,2014,13018
3618,6.03,5.509,,34,2006,13019
3619,5.79,5.509,,56,2010,13020
3620,6.02,5.509,,34,1990,13021
3621,5.58,5.509,,156,2004,13022
3622,5.83,5.509,,33,2013,13023
3623,5.9,5.509,,34,2008,13024
3624,6,5.509,,38,1982,13025
3625,5.82,5.509,,50,2014,13026
3626,5.8,5.509,,51,2004,13027
3627,5.8,5.509,,40,1999,13028
3628,5.97,5.509,,40,2007,13029
3629,5.77,5.509,,40,2014,13030
3630,5.8,5.509,,46,2004,13031
3631,5.8,5.509,,48,2003,13032
3632,5.75,5.509,,37,1983,13033
3633,5.67,5.509,,77,2016,13034
3634,5.65,5.509,16.99,73,2011,13035
3635,5.74,5.509,,90,1801,13036
3636,5.95,5.509,,40,2015,13037
3637,5.78,5.509,,39,2013,13038
3638,5.77,5.509,,49,2005,13039
3639,5.91,5.509,,58,2014,13040
3640,5.61,5.509,,454,1976,13041
3641,5.76,5.509,,41,1992,13042
3642,5.78,5.509,,47,1996,13043
3643,5.92,5.509,,36,1970,13044
3644,5.77,5.509,,50,2018,13045
3645,5.68,5.509,,68,1997,13046
3646,5.63,5.509,,48,2016,13047
3647,5.71,5.509,,64,2016,13048
3648,5.92,5.509,,36,1975,13049
3649,5.85,5.509,,44,1980,13050
3650,5.72,5.509,,48,2009,13051
3651,5.84,5.509,,31,2011,13052
3652,5.58,5.509,,536,2002,13053
3653,5.76,5.509,,50,1982,13054
3654,5.59,5.509,,100,2006,13055
3655,5.62,5.509,,106,1985,13056
3656,5.87,5.509,,60,2013,13057
3657,5.98,5.509,,30,2018,13058
3658,5.59,5.509,,204,2008,13059
3659,5.98,5.509,,30,,13060
3660,5.62,5.509,,165,2001,13061
3661,5.61,5.509,,108,2009,13062
3662,6.1,5.509,,36,2017,13063
3663,5.81,5.509,,34,1999,13064
3664,5.78,5.509,,38,2005,13065
3665,5.98,5.508,,31,2018,13066
3666,5.75,5.508,,50,1972,13067
3667,5.8,5.508,,37,1990,13068
3668,5.83,5.508,,47,1958,13069
3669,5.64,5.508,,53,2018,13070
3670,5.54,5.508,,175,2004,13071
3671,6.01,5.508,,37,1982,13072
3672,5.85,5.508,,35,2008,13073
3673,5.74,5.508,,59,2017,13074
3674,5.79,5.508,,35,2012,13075
3675,5.94,5.508,,32,1975,13076
3676,5.72,5.508,,64,1991,13077
3677,5.68,5.508,,81,2006,13078
3678,5.64,5.508,,121,1977,13079
3679,6.23,5.508,,69,2017,13080
3680,5.8,5.508,,72,1972,13081
3681,5.84,5.508,,39,2000,13082
3682,7.48,5.508,,85,2016,13083
3683,5.7,5.508,,118,1976,13084
3684,5.92,5.508,,57,2016,13085
3685,5.8,5.508,,33,1988,13086
3686,5.83,5.508,,30,2010,13087
3687,5.56,5.508,,259,1982,13088
3688,5.66,5.508,,191,2015,13089
3689,5.64,5.508,,81,1996,13090
3690,5.64,5.508,,75,2007,13091
3691,5.64,5.508,,103,1998,13092
3692,5.81,5.508,,32,1963,13093
3693,5.78,5.508,,41,2004,13094
3694,5.59,5.508,,60,2005,13095
3695,5.65,5.508,,65,1999,13096
3696,5.93,5.508,,51,1989,13097
3697,5.84,5.508,,38,2000,13098
3698,5.66,5.508,,64,2006,13099
3699,5.61,5.508,,78,1995,13100
3700,5.79,5.508,,82,,13101
3701,5.76,5.508,,57,2016,13102
3702,6.11,5.508,,72,2009,13103
3703,5.57,5.508,,201,2005,13104
3704,5.84,5.508,,33,2010,13105
3705,5.75,5.508,,41,2014,13106
3706,5.62,5.508,24.99,173,2010,13107
3707,5.85,5.508,,71,1946,13108
3708,6.31,5.508,,88,2016,13109
3709,6,5.508,,46,2016,13110
3710,5.71,5.508,,48,2003,13111
3711,6.49,5.508,,46,2016,13112
3712,5.67,5.508,,46,1991,13113
3713,5.62,5.508,,152,2003,13114
3714,5.76,5.508,,50,1985,13115
3715,5.75,5.508,,37,2018,13116
3716,5.92,5.508,,52,2016,13117
3717,5.97,5.508,,41,2016,13118
3718,5.84,5.508,,33,2004,13119
3719,5.74,5.508,,46,2011,13120
3720,5.59,5.508,19.99,421,2013,13121
3721,5.7,5.508,,83,2011,13122
3722,5.82,5.508,,61,1989,13123
3723,5.69,5.508,,51,2000,13124
3724,5.7,5.508,,74,1991,13125
3725,6,5.508,,32,2007,13126
3726,5.97,5.508,,31,1999,13127
3727,5.64,5.508,,102,1996,13128
3728,6.03,5.508,,35,2013,13129
3729,5.78,5.508,,69,2015,13130
3730,5.93,5.508,,35,1975,13131
3731,5.79,5.508,,33,2016,13132
3732,5.78,5.508,,34,2007,13133
3733,5.74,5.508,,57,2014,13134
3734,5.96,5.508,,73,1981,13135
3735,5.92,5.508,,39,1996,13136
3736,5.8,5.508,,53,2012,13137
3737,5.64,5.508,,61,1982,13138
3738,5.93,5.508,,44,1987,13139
3739,5.74,5.508,,40,2011,13140
3740,5.83,5.508,,48,2016,13141
3741,5.97,5.508,,45,1994,13142
3742,5.89,5.508,,38,1994,13143
3743,5.6,5.508,,58,2000,13144
3744,5.77,5.508,,47,1987,13145
3745,5.59,5.508,,196,2008,13146
3746,5.64,5.508,,92,2014,13147
3747,5.55,5.508,,307,2004,13148
3748,5.69,5.508,,50,2010,13149
3749,5.67,5.508,,82,2014,13150
3750,5.64,5.508,,102,2012,13151
3751,5.86,5.508,,62,2011,13152
3752,5.95,5.508,,56,2004,13153
3753,6,5.508,,100,2002,13154
3754,5.68,5.508,,57,2014,13155
3755,5.62,5.508,,135,1981,13156
3756,5.84,5.508,,35,2003,13157
3757,5.71,5.508,,89,2010,13158
3758,5.65,5.508,,287,2013,13159
3759,5.76,5.508,,37,1992,13160
3760,5.76,5.508,,45,1981,13161
3761,5.82,5.508,,44,1996,13162
3762,5.59,5.508,,181,2005,13163
3763,5.76,5.507,,35,2012,13164
3764,5.89,5.507,,31,1996,13165
3765,5.86,5.507,,56,2014,13166
3766,5.61,5.507,,152,2009,13167
3767,5.66,5.507,,75,2015,13168
3768,5.73,5.507,,43,1988,13169
3769,5.95,5.507,,32,2011,13170
3770,5.63,5.507,,137,2001,13171
3771,5.83,5.507,,42,1979,13172
3772,5.76,5.507,,111,2016,13173
3773,5.72,5.507,,100,1976,13174
3774,5.73,5.507,,46,2009,13175
3775,5.56,5.507,,136,2009,13176
3776,5.67,5.507,,54,2012,13177
3777,5.66,5.507,,69,2016,13178
3778,6.2,5.507,,33,2017,13179
3779,5.95,5.507,,30,2009,13180
3780,5.6,5.507,35,169,2007,13181
3781,5.66,5.507,,170,2006,13182
3782,5.55,5.507,,116,1998,13183
3783,5.88,5.507,,40,2009,13184
3784,5.9,5.507,,34,1992,13185
3785,5.77,5.507,,41,1994,13186
3786,5.96,5.507,,30,1978,13187
3787,5.72,5.507,,41,1982,13188
3788,5.75,5.507,,53,1961,13189
3789,5.67,5.507,,80,2006,13190
3790,5.81,5.507,,30,2010,13191
3791,5.72,5.507,,45,1992,13192
3792,5.67,5.507,,47,2004,13193
3793,5.84,5.507,,48,2013,13194
3794,5.91,5.507,,33,1997,13195
3795,5.7,5.507,,46,2010,13196
3796,5.57,5.507,,102,1996,13197
3797,5.91,5.507,,53,1995,13198
3798,5.87,5.507,,58,2016,13199
3799,5.67,5.507,,247,2015,13200
3800,5.8,5.507,,40,1978,13201
3801,5.8,5.507,,60,1996,13202
3802,6.48,5.507,,45,2012,13203
3803,5.63,5.507,,67,2005,13204
3804,5.58,5.507,39.99,163,2008,13205
3805,5.97,5.507,,40,2005,13206
3806,5.78,5.507,,32,2010,13207
3807,5.73,5.507,,41,1970,13208
3808,5.78,5.507,,43,2005,13209
3809,5.81,5.507,,31,2009,13210
3810,5.68,5.507,,50,2011,13211
3811,5.8,5.507,,31,,13212
3812,5.98,5.507,,36,2016,13213
3813,9.6,5.507,,35,2019,13214
3814,5.87,5.507,,30,1983,13215
3815,5.89,5.507,,34,1997,13216
3816,5.57,5.507,,124,2001,13217
3817,5.8,5.507,,96,2015,13218
3818,7,5.507,,32,2017,13219
3819,5.68,5.507,,58,1991,13220
3820,5.7,5.507,,35,1986,13221
3821,5.91,5.507,,31,2011,13222
3822,5.7,5.507,,44,1994,13223
3823,5.68,5.507,59.99,145,2009,13224
3824,5.66,5.507,,108,2006,13225
3825,5.82,5.507,,35,2016,13226
3826,5.6,5.507,,178,1960,13227
3827,5.62,5.507,,111,2006,13228
3828,5.86,5.507,,71,2017,13229
3829,5.75,5.507,,59,1964,13230
3830,5.71,5.507,,47,2009,13231
3831,5.94,5.507,,31,2015,13232
3832,5.88,5.507,,49,2012,13233
3833,6.1,5.507,,32,2015,13234
3834,5.8,5.507,,30,1995,13235
3835,5.9,5.507,,36,1997,13236
3836,5.99,5.507,,36,1996,13237
3837,5.93,5.507,24.99,40,2017,13238
3838,5.7,5.507,,51,2013,13239
3839,6.62,5.507,,50,2015,13240
3840,5.57,5.507,,233,2010,13241
3841,5.6,5.507,,84,2012,13242
3842,5.61,5.507,,77,1993,13243
3843,5.73,5.507,,73,2010,13244
3844,5.78,5.507,,64,1961,13245
3845,5.7,5.507,,45,1990,13246
3846,6.06,5.507,,37,2009,13247
3847,5.88,5.507,,31,2014,13248
3848,5.95,5.507,,32,2000,13249
3849,5.77,5.507,,50,1961,13250
3850,5.61,5.507,,76,2012,13251
3851,5.89,5.507,,51,1966,13252
3852,6,5.507,,33,1988,13253
3853,5.76,5.507,49.99,54,2016,13254
3854,5.62,5.507,,74,2005,13255
3855,5.97,5.507,,41,2016,13256
3856,5.8,5.507,,48,1993,13257
3857,5.63,5.507,,104,1991,13258
3858,5.58,5.507,,81,1990,13259
3859,5.69,5.507,,35,1972,13260
3860,5.82,5.507,,38,2012,13261
3861,5.53,5.507,,339,1999,13262
3862,5.59,5.507,,149,2000,13263
3863,5.53,5.507,,103,2001,13264
3864,5.87,5.507,,100,1975,13265
3865,5.85,5.507,,31,2013,13266
3866,5.73,5.507,,35,2004,13267
3867,5.76,5.507,,38,2007,13268
3868,5.89,5.507,,30,2016,13269
3869,8.28,5.507,,36,2018,13270
3870,5.72,5.507,,37,1996,13271
3871,5.7,5.507,,38,2001,13272
3872,5.8,5.507,,42,2018,13273
3873,5.62,5.507,,67,1997,13274
3874,8.14,5.507,,42,2005,13275
3875,5.69,5.507,,56,1973,13276
3876,5.69,5.507,,30,1400,13277
3877,5.66,5.507,,165,1975,13278
3878,5.58,5.507,,111,2004,13279
3879,5.69,5.507,,43,1992,13280
3880,5.65,5.507,,230,2007,13281
3881,5.75,5.507,,100,2006,13282
3882,5.75,5.507,,70,2006,13283
3883,5.84,5.507,,95,2014,13284
3884,5.73,5.507,,55,1999,13285
3885,5.62,5.507,,180,1972,13286
3886,5.69,5.507,,51,2004,13287
3887,5.57,5.507,,191,1988,13288
3888,5.89,5.507,,36,2013,13289
3889,5.6,5.507,,35,2018,13290
3890,5.8,5.507,,48,2018,13291
3891,5.72,5.506,,37,2013,13292
3892,5.8,5.506,,40,1997,13293
3893,5.69,5.506,,39,2001,13294
3894,5.71,5.506,,41,2011,13295
3895,5.85,5.506,,30,2015,13296
3896,5.62,5.506,,105,1994,13297
3897,5.61,5.506,,72,2004,13298
3898,5.71,5.506,,59,1990,13299
3899,6.14,5.506,,30,2017,13300
3900,5.91,5.506,,46,2010,13301
3901,5.79,5.506,,30,2003,13302
3902,5.82,5.506,,48,2005,13303
3903,5.62,5.506,,95,2016,13304
3904,5.66,5.506,,47,2010,13305
3905,5.63,5.506,,66,1994,13306
3906,5.63,5.506,,69,1972,13307
3907,5.93,5.506,,41,1981,13308
3908,5.82,5.506,,38,1983,13309
3909,5.67,5.506,,46,2015,13310
3910,5.74,5.506,,50,1999,13311
3911,5.78,5.506,,53,2010,13312
3912,5.86,5.506,,118,1979,13313
3913,5.64,5.506,,88,2000,13314
3914,5.75,5.506,,39,2015,13315
3915,5.62,5.506,,55,2014,13316
3916,5.61,5.506,,80,1991,13317
3917,5.67,5.506,,120,1974,13318
3918,5.74,5.506,,69,1989,13319
3919,5.83,5.506,,30,2000,13320
3920,5.69,5.506,,66,2000,13321
3921,5.63,5.506,,81,2015,13322
3922,5.89,5.506,,32,2010,13323
3923,5.74,5.506,,31,2016,13324
3924,6.09,5.506,,37,2009,13325
3925,5.61,5.506,,36,1991,13326
3926,5.87,5.506,,38,2005,13327
3927,5.84,5.506,,35,1988,13328
3928,5.8,5.506,,37,2014,13329
3929,5.83,5.506,,42,1981,13330
3930,5.8,5.506,,43,2011,13331
3931,5.86,5.506,,30,2007,13332
3932,5.67,5.506,,44,2017,13333
3933,5.76,5.506,,46,2015,13334
3934,5.63,5.506,29.99,137,2009,13335
3935,5.61,5.506,34.99,259,2009,13336
3936,5.77,5.506,,52,1980,13337
3937,5.77,5.506,,44,1988,13338
3938,6.44,5.506,,52,2014,13339
3939,5.6,5.506,,180,2007,13340
3940,5.62,5.506,,60,1989,13341
3941,5.69,5.506,,80,2004,13342
3942,5.53,5.506,,153,2016,13343
3943,6.12,5.506,,30,1973,13344
3944,5.86,5.506,,31,2014,13345
3945,5.62,5.506,,206,2011,13346
3946,5.62,5.506,,67,2011,13347
3947,5.55,5.506,,141,1952,13348
3948,5.79,5.506,,37,1986,13349
3949,5.7,5.506,,37,2012,13350
3950,5.7,5.506,,37,2013,13351
3951,5.69,5.506,,81,2013,13352
3952,5.59,5.506,29.99,76,2007,13353
3953,5.57,5.506,,101,2005,13354
3954,5.83,5.506,,36,1981,13355
3955,5.74,5.506,,40,2012,13356
3956,5.77,5.506,,70,2004,13357
3957,9.43,5.506,,70,2017,13358
3958,5.56,5.506,,103,1995,13359
3959,5.65,5.506,,81,2017,13360
3960,5.83,5.506,,44,1985,13361
3961,5.58,5.506,,138,1975,13362
3962,8.12,5.506,,32,2018,13363
3963,5.74,5.506,,30,2004,13364
3964,5.61,5.506,,67,2011,13365
3965,5.82,5.506,,40,2018,13366
3966,5.67,5.506,25.99,39,2007,13367
3967,5.66,5.506,,218,1999,13368
3968,5.73,5.506,,75,1977,13369
3969,5.82,5.506,,67,1982,13370
3970,5.79,5.506,,31,1986,13371
3971,5.72,5.506,,30,1987,13372
3972,5.97,5.506,,34,1983,13373
3973,5.89,5.506,,33,2016,13374
3974,5.71,5.506,,81,500,13375
3975,5.51,5.506,,36,1980,13376
3976,5.91,5.506,,34,2012,13377
3977,5.64,5.506,,121,2008,13378
3978,5.75,5.506,,48,2010,13379
3979,5.83,5.506,,49,2002,13380
3980,6.09,5.506,49.99,33,2014,13381
3981,5.89,5.506,,36,1941,13382
3982,5.58,5.506,,30,2012,13383
3983,5.83,5.506,,53,2007,13384
3984,5.64,5.506,34.99,55,2006,13385
3985,5.65,5.506,,61,2013,13386
3986,6.48,5.506,,31,2016,13387
3987,5.57,5.506,,93,2008,13388
3988,5.54,5.506,,554,2000,13389
3989,5.75,5.506,,64,2004,13390
3990,6.67,5.506,,33,2014,13391
3991,5.61,5.506,,76,1938,13392
3992,5.68,5.506,,76,1978,13393
3993,5.76,5.506,,60,1971,13394
3994,5.59,5.506,,97,2009,13395
3995,5.57,5.506,,123,2003,13396
3996,5.65,5.506,,361,2009,13397
3997,5.87,5.506,,43,1995,13398
3998,6.67,5.505,,33,2018,13399
3999,5.67,5.505,,30,2014,13400
4000,5.63,5.505,,238,2007,13401
4001,5.64,5.505,,62,2007,13402
4002,5.69,5.505,,43,2014,13403
4003,5.69,5.505,,58,2016,13404
4004,5.61,5.505,,150,2007,13405
4005,6.03,5.505,54.99,73,2012,13406
4006,5.54,5.505,24.99,103,2012,13407
4007,5.7,5.505,,33,2015,13408
4008,5.72,5.505,,66,2014,13409
4009,5.87,5.505,,35,2010,13410
4010,5.88,5.505,,62,2014,13411
4011,5.75,5.505,,36,1992,13412
4012,5.71,5.505,,38,2007,13413
4013,5.79,5.505,,36,1996,13414
4014,5.76,5.505,,49,1992,13415
4015,5.6,5.505,34.99,143,2006,13416
4016,5.74,5.505,,72,2017,13417
4017,5.75,5.505,,69,2011,13418
4018,5.89,5.505,34.99,32,2017,13419
4019,5.84,5.505,,56,1982,13420
4020,5.68,5.505,,33,2010,13421
4021,5.75,5.505,,49,1985,13422
4022,5.63,5.505,,71,2009,13423
4023,5.6,5.505,,63,2011,13424
4024,5.69,5.505,,46,1988,13425
4025,5.71,5.505,,33,2008,13426
4026,5.7,5.505,,31,2017,13427
4027,5.74,5.505,,38,2015,13428
4028,5.67,5.505,,124,1998,13429
4029,5.66,5.505,,42,2005,13430
4030,5.61,5.505,,53,2009,13431
4031,5.74,5.505,,92,2016,13432
4032,5.6,5.505,,448,2004,13433
4033,6.14,5.505,,31,2010,13434
4034,5.69,5.505,,49,2002,13435
4035,5.67,5.505,,37,1996,13436
4036,5.56,5.505,,129,2000,13437
4037,5.63,5.505,,49,2004,13438
4038,5.65,5.505,,45,2006,13439
4039,5.7,5.505,,47,2012,13440
4040,5.63,5.505,,48,2015,13441
4041,5.72,5.505,,42,2009,13442
4042,5.84,5.505,,31,2005,13443
4043,5.8,5.505,,32,2004,13444
4044,5.7,5.505,,30,1983,13445
4045,5.62,5.505,,53,2006,13446
4046,5.75,5.505,,32,2001,13447
4047,5.59,5.505,,160,2005,13448
4048,5.61,5.505,,42,2011,13449
4049,5.86,5.505,,47,1983,13450
4050,5.74,5.505,,52,2005,13451
4051,5.72,5.505,,33,2012,13452
4052,5.54,5.505,,34,2013,13453
4053,5.96,5.505,,37,1980,13454
4054,5.85,5.505,,42,1995,13455
4055,5.79,5.505,,74,1982,13456
4056,5.68,5.505,,62,1999,13457
4057,5.74,5.505,,52,,13458
4058,5.69,5.505,,31,1997,13459
4059,5.64,5.505,,89,2002,13460
4060,5.85,5.505,,47,1979,13461
4061,5.85,5.505,,82,2013,13462
4062,5.85,5.505,,121,2000,13463
4063,5.58,5.505,,79,2006,13464
4064,5.69,5.505,24.99,39,2013,13465
4065,5.59,5.505,,88,2015,13466
4066,5.67,5.505,,74,2010,13467
4067,5.93,5.505,,34,2015,13468
4068,5.62,5.505,,46,1994,13469
4069,5.68,5.505,,223,2003,13470
4070,5.6,5.505,,68,1994,13471
4071,5.66,5.505,,52,1993,13472
4072,5.65,5.505,,67,1959,13473
4073,5.78,5.505,,32,2002,13474
4074,5.66,5.505,,119,1953,13475
4075,5.66,5.505,,35,2007,13476
4076,5.59,5.505,39.99,188,2010,13477
4077,5.77,5.505,,30,2007,13478
4078,5.88,5.505,,30,2011,13479
4079,5.69,5.505,,31,2014,13480
4080,5.56,5.505,,64,1993,13481
4081,5.68,5.504,,30,2009,13482
4082,5.65,5.504,,37,2014,13483
4083,5.77,5.504,,41,2004,13484
4084,6,5.504,,49,2017,13485
4085,5.7,5.504,,44,1989,13486
4086,5.62,5.504,,65,2012,13487
4087,6.66,5.504,,33,2015,13488
4088,5.75,5.504,,49,2015,13489
4089,5.58,5.504,,70,1990,13490
4090,5.61,5.504,,102,2017,13491
4091,5.72,5.504,,38,1999,13492
4092,5.74,5.504,,33,2009,13493
4093,5.66,5.504,,34,,13494
4094,5.6,5.504,,42,1994,13495
4095,5.8,5.504,,41,1988,13496
4096,5.67,5.504,,37,2014,13497
4097,5.61,5.504,,47,2014,13498
4098,6.14,5.504,,49,2018,13499
4099,5.72,5.504,,37,1986,13500
4100,5.68,5.504,,38,1984,13501
4101,5.83,5.504,,34,2015,13502
4102,5.66,5.504,,63,1987,13503
4103,5.68,5.504,,42,2015,13504
4104,5.57,5.504,,47,2015,13505
4105,5.69,5.504,,76,2016,13506
4106,5.48,5.504,,37,2016,13507
4107,5.74,5.504,,89,1984,13508
4108,5.64,5.504,,37,2012,13509
4109,5.63,5.504,,49,1978,13510
4110,5.81,5.504,,57,1983,13511
4111,5.72,5.504,,46,2008,13512
4112,5.77,5.504,,63,1995,13513
4113,5.63,5.504,,65,1991,13514
4114,5.52,5.504,15.95,30,2013,13515
4115,5.88,5.504,,33,1991,13516
4116,5.76,5.504,,35,2014,13517
4117,5.73,5.504,,35,2005,13518
4118,5.81,5.504,,36,,13519
4119,5.65,5.504,,34,2017,13520
4120,5.57,5.504,,36,1960,13521
4121,5.66,5.504,,32,1975,13522
4122,5.69,5.504,19.99,40,2013,13523
4123,5.82,5.504,,44,2005,13524
4124,5.68,5.504,,47,1982,13525
4125,5.88,5.504,,34,1741,13526
4126,5.54,5.504,,569,2001,13527
4127,5.67,5.504,,44,2010,13528
4128,5.63,5.504,,58,1980,13529
4129,6.09,5.504,,77,2015,13530
4130,5.65,5.504,,32,2011,13531
4131,5.67,5.504,,83,2017,13532
4132,5.64,5.504,,35,2006,13533
4133,5.56,5.504,,77,2005,13534
4134,7.01,5.504,,31,2009,13535
4135,5.8,5.504,,31,2013,13536
4136,5.64,5.504,,35,1995,13537
4137,5.8,5.504,,36,1984,13538
4138,5.6,5.504,,70,1979,13539
4139,5.5,5.504,,49,2011,13540
4140,5.59,5.504,,55,2005,13541
4141,5.59,5.504,,61,1978,13542
4142,5.67,5.504,,63,1985,13543
4143,5.8,5.504,24.99,45,2010,13544
4144,5.74,5.504,,50,1998,13545
4145,5.61,5.504,,55,2018,13546
4146,5.55,5.504,,165,2008,13547
4147,5.58,5.504,,142,2007,13548
4148,5.75,5.504,,37,1985,13549
4149,5.62,5.504,,62,2000,13550
4150,5.86,5.504,,34,2014,13551
4151,5.64,5.504,,138,1973,13552
4152,5.59,5.504,,77,2013,13553
4153,5.54,5.504,,258,2014,13554
4154,5.91,5.504,,32,2003,13555
4155,5.68,5.504,,32,2006,13556
4156,5.77,5.504,,32,2010,13557
4157,5.97,5.504,,34,1995,13558
4158,6.08,5.504,,37,1974,13559
4159,5.94,5.504,,36,2016,13560
4160,5.74,5.504,,34,2015,13561
4161,5.5,5.504,,38,2016,13562
4162,5.63,5.504,,39,2017,13563
4163,5.58,5.504,,68,2003,13564
4164,5.71,5.504,,43,1996,13565
4165,5.58,5.504,,77,2009,13566
4166,5.59,5.504,,56,2012,13567
4167,5.52,5.504,,99,1986,13568
4168,5.64,5.504,,57,1995,13569
4169,6,5.504,,32,2016,13570
4170,5.67,5.504,,58,1994,13571
4171,5.58,5.504,,142,2005,13572
4172,5.56,5.504,,130,2003,13573
4173,5.6,5.504,,44,1987,13574
4174,5.58,5.504,,73,1995,13575
4175,5.6,5.504,,45,2011,13576
4176,5.71,5.504,,53,2005,13577
4177,5.59,5.504,,272,2012,13578
4178,5.63,5.504,,32,1977,13579
4179,5.63,5.503,,34,2014,13580
4180,5.63,5.503,,34,2012,13581
4181,5.63,5.503,,230,2008,13582
4182,5.63,5.503,,339,1937,13583
4183,5.78,5.503,,38,1995,13584
4184,5.76,5.503,,49,1981,13585
4185,5.74,5.503,38.49,54,2015,13586
4186,5.87,5.503,,32,2004,13587
4187,5.53,5.503,,145,2014,13588
4188,5.79,5.503,,32,1983,13589
4189,5.65,5.503,,129,2012,13590
4190,5.62,5.503,,110,2002,13591
4191,5.89,5.503,,45,1986,13592
